pair,metric,component,layer,head,value_std
version1_vs_version3,maxmatch_cosine,v,39,1,0.069372
version1_vs_version3,maxmatch_cosine,v,39,2,0.071252
version1_vs_version3,maxmatch_cosine,v,39,3,0.069706
version1_vs_version3,maxmatch_cosine,v,39,4,0.056368
version1_vs_version3,maxmatch_cosine,v,39,5,0.047177
version1_vs_version3,maxmatch_cosine,v,39,6,0.071389
version1_vs_version3,maxmatch_cosine,v,39,7,0.049486
version1_vs_version3,mmd_rbf,k,0,0,0.003829
version1_vs_version3,mmd_rbf,k,0,1,0.003474
version1_vs_version3,mmd_rbf,k,0,2,0.001796
version1_vs_version3,mmd_rbf,k,0,3,0.001649
version1_vs_version3,mmd_rbf,k,0,4,0.003496
version1_vs_version3,mmd_rbf,k,0,5,0.003523
version1_vs_version3,mmd_rbf,k,0,6,0.004173
version1_vs_version3,mmd_rbf,k,0,7,0.006434
version1_vs_version3,mmd_rbf,k,1,0,0.001518
version1_vs_version3,mmd_rbf,k,1,1,0.007643
version1_vs_version3,mmd_rbf,k,1,2,0.002211
version1_vs_version3,mmd_rbf,k,1,3,0.001774
version1_vs_version3,mmd_rbf,k,1,4,0.001278
version1_vs_version3,mmd_rbf,k,1,5,0.00194
version1_vs_version3,mmd_rbf,k,1,6,0.001907
version1_vs_version3,mmd_rbf,k,1,7,0.001745
version1_vs_version3,mmd_rbf,k,2,0,0.001565
version1_vs_version3,mmd_rbf,k,2,1,0.00191
version1_vs_version3,mmd_rbf,k,2,2,0.002068
version1_vs_version3,mmd_rbf,k,2,3,0.000972
version1_vs_version3,mmd_rbf,k,2,4,0.001166
version1_vs_version3,mmd_rbf,k,2,5,0.001264
version1_vs_version3,mmd_rbf,k,2,6,0.004513
version1_vs_version3,mmd_rbf,k,2,7,0.002633
version1_vs_version3,mmd_rbf,k,3,0,0.002109
version1_vs_version3,mmd_rbf,k,3,1,0.001024
version1_vs_version3,mmd_rbf,k,3,2,0.002145
version1_vs_version3,mmd_rbf,k,3,3,0.002077
version1_vs_version3,mmd_rbf,k,3,4,0.001887
version1_vs_version3,mmd_rbf,k,3,5,0.001036
version1_vs_version3,mmd_rbf,k,3,6,0.011547
version1_vs_version3,mmd_rbf,k,3,7,0.00249
version1_vs_version3,mmd_rbf,k,4,0,0.002096
version1_vs_version3,mmd_rbf,k,4,1,0.001475
version1_vs_version3,mmd_rbf,k,4,2,0.001497
version1_vs_version3,mmd_rbf,k,4,3,0.001586
version1_vs_version3,mmd_rbf,k,4,4,0.002348
version1_vs_version3,mmd_rbf,k,4,5,0.001829
version1_vs_version3,mmd_rbf,k,4,6,0.001561
version1_vs_version3,mmd_rbf,k,4,7,0.001265
version1_vs_version3,mmd_rbf,k,5,0,0.00229
version1_vs_version3,mmd_rbf,k,5,1,0.001523
version1_vs_version3,mmd_rbf,k,5,2,0.00105
version1_vs_version3,mmd_rbf,k,5,3,0.002148
version1_vs_version3,mmd_rbf,k,5,4,0.001331
version1_vs_version3,mmd_rbf,k,5,5,0.000986
version1_vs_version3,mmd_rbf,k,5,6,0.001876
version1_vs_version3,mmd_rbf,k,5,7,0.001888
version1_vs_version3,mmd_rbf,k,6,0,0.002119
version1_vs_version3,mmd_rbf,k,6,1,0.003472
version1_vs_version3,mmd_rbf,k,6,2,0.001971
version1_vs_version3,mmd_rbf,k,6,3,0.001825
version1_vs_version3,mmd_rbf,k,6,4,0.001397
version1_vs_version3,mmd_rbf,k,6,5,0.001558
version1_vs_version3,mmd_rbf,k,6,6,0.002324
version1_vs_version3,mmd_rbf,k,6,7,0.002551
version1_vs_version3,mmd_rbf,k,7,0,0.00149
version1_vs_version3,mmd_rbf,k,7,1,0.001675
version1_vs_version3,mmd_rbf,k,7,2,0.001322
version1_vs_version3,mmd_rbf,k,7,3,0.001764
version1_vs_version3,mmd_rbf,k,7,4,0.001925
version1_vs_version3,mmd_rbf,k,7,5,0.001323
version1_vs_version3,mmd_rbf,k,7,6,0.003581
version1_vs_version3,mmd_rbf,k,7,7,0.001934
version1_vs_version3,mmd_rbf,k,8,0,0.001272
version1_vs_version3,mmd_rbf,k,8,1,0.002069
version1_vs_version3,mmd_rbf,k,8,2,0.001231
version1_vs_version3,mmd_rbf,k,8,3,0.002122
version1_vs_version3,mmd_rbf,k,8,4,0.001743
version1_vs_version3,mmd_rbf,k,8,5,0.001522
version1_vs_version3,mmd_rbf,k,8,6,0.001865
version1_vs_version3,mmd_rbf,k,8,7,0.002026
version1_vs_version3,mmd_rbf,k,9,0,0.001684
version1_vs_version3,mmd_rbf,k,9,1,0.001128
version1_vs_version3,mmd_rbf,k,9,2,0.001839
version1_vs_version3,mmd_rbf,k,9,3,0.001347
version1_vs_version3,mmd_rbf,k,9,4,0.001523
version1_vs_version3,mmd_rbf,k,9,5,0.001268
version1_vs_version3,mmd_rbf,k,9,6,0.002017
version1_vs_version3,mmd_rbf,k,9,7,0.002055
version1_vs_version3,mmd_rbf,k,10,0,0.001084
version1_vs_version3,mmd_rbf,k,10,1,0.001945
version1_vs_version3,mmd_rbf,k,10,2,0.000941
version1_vs_version3,mmd_rbf,k,10,3,0.002394
version1_vs_version3,mmd_rbf,k,10,4,0.00148
version1_vs_version3,mmd_rbf,k,10,5,0.001121
version1_vs_version3,mmd_rbf,k,10,6,0.001553
version1_vs_version3,mmd_rbf,k,10,7,0.001428
version1_vs_version3,mmd_rbf,k,11,0,0.001363
version1_vs_version3,mmd_rbf,k,11,1,0.001421
version1_vs_version3,mmd_rbf,k,11,2,0.001252
version1_vs_version3,mmd_rbf,k,11,3,0.001291
version1_vs_version3,mmd_rbf,k,11,4,0.001874
version1_vs_version3,mmd_rbf,k,11,5,0.001315
version1_vs_version3,mmd_rbf,k,11,6,0.001355
version1_vs_version3,mmd_rbf,k,11,7,0.001497
version1_vs_version3,mmd_rbf,k,12,0,0.001438
version1_vs_version3,mmd_rbf,k,12,1,0.001864
version1_vs_version3,mmd_rbf,k,12,2,0.001268
version1_vs_version3,mmd_rbf,k,12,3,0.001135
version1_vs_version3,mmd_rbf,k,12,4,0.001152
version1_vs_version3,mmd_rbf,k,12,5,0.001828
version1_vs_version3,mmd_rbf,k,12,6,0.001315
version1_vs_version3,mmd_rbf,k,12,7,0.001188
version1_vs_version3,mmd_rbf,k,13,0,0.001518
version1_vs_version3,mmd_rbf,k,13,1,0.001412
version1_vs_version3,mmd_rbf,k,13,2,0.001298
version1_vs_version3,mmd_rbf,k,13,3,0.001388
version1_vs_version3,mmd_rbf,k,13,4,0.00158
version1_vs_version3,mmd_rbf,k,13,5,0.001397
version1_vs_version3,mmd_rbf,k,13,6,0.00149
version1_vs_version3,mmd_rbf,k,13,7,0.001187
version1_vs_version3,mmd_rbf,k,14,0,0.001551
version1_vs_version3,mmd_rbf,k,14,1,0.001325
version1_vs_version3,mmd_rbf,k,14,2,0.001166
version1_vs_version3,mmd_rbf,k,14,3,0.001948
version1_vs_version3,mmd_rbf,k,14,4,0.001694
version1_vs_version3,mmd_rbf,k,14,5,0.001614
version1_vs_version3,mmd_rbf,k,14,6,0.001522
version1_vs_version3,mmd_rbf,k,14,7,0.001406
version1_vs_version3,mmd_rbf,k,15,0,0.001371
version1_vs_version3,mmd_rbf,k,15,1,0.001493
version1_vs_version3,mmd_rbf,k,15,2,0.001435
version1_vs_version3,mmd_rbf,k,15,3,0.001288
version1_vs_version3,mmd_rbf,k,15,4,0.001218
version1_vs_version3,mmd_rbf,k,15,5,0.001379
version1_vs_version3,mmd_rbf,k,15,6,0.001402
version1_vs_version3,mmd_rbf,k,15,7,0.001186
version1_vs_version3,mmd_rbf,k,16,0,0.00091
version1_vs_version3,mmd_rbf,k,16,1,0.001576
version1_vs_version3,mmd_rbf,k,16,2,0.00152
version1_vs_version3,mmd_rbf,k,16,3,0.001425
version1_vs_version3,mmd_rbf,k,16,4,0.001094
version1_vs_version3,mmd_rbf,k,16,5,0.001425
version1_vs_version3,mmd_rbf,k,16,6,0.001685
version1_vs_version3,mmd_rbf,k,16,7,0.001313
version1_vs_version3,mmd_rbf,k,17,0,0.001333
version1_vs_version3,mmd_rbf,k,17,1,0.001089
version1_vs_version3,mmd_rbf,k,17,2,0.001608
version1_vs_version3,mmd_rbf,k,17,3,0.0017
version1_vs_version3,mmd_rbf,k,17,4,0.001296
version1_vs_version3,mmd_rbf,k,17,5,0.001378
version1_vs_version3,mmd_rbf,k,17,6,0.001465
version1_vs_version3,mmd_rbf,k,17,7,0.00112
version1_vs_version3,mmd_rbf,k,18,0,0.00141
version1_vs_version3,mmd_rbf,k,18,1,0.00138
version1_vs_version3,mmd_rbf,k,18,2,0.001435
version1_vs_version3,mmd_rbf,k,18,3,0.001433
version1_vs_version3,mmd_rbf,k,18,4,0.00187
version1_vs_version3,mmd_rbf,k,18,5,0.0014
version1_vs_version3,mmd_rbf,k,18,6,0.001634
version1_vs_version3,mmd_rbf,k,18,7,0.001414
version1_vs_version3,mmd_rbf,k,19,0,0.001537
version1_vs_version3,mmd_rbf,k,19,1,0.001084
version1_vs_version3,mmd_rbf,k,19,2,0.00156
version1_vs_version3,mmd_rbf,k,19,3,0.001931
version1_vs_version3,mmd_rbf,k,19,4,0.001305
version1_vs_version3,mmd_rbf,k,19,5,0.001318
version1_vs_version3,mmd_rbf,k,19,6,0.001641
version1_vs_version3,mmd_rbf,k,19,7,0.001203
version1_vs_version3,mmd_rbf,k,20,0,0.001402
version1_vs_version3,mmd_rbf,k,20,1,0.001358
version1_vs_version3,mmd_rbf,k,20,2,0.001469
version1_vs_version3,mmd_rbf,k,20,3,0.001227
version1_vs_version3,mmd_rbf,k,20,4,0.001867
version1_vs_version3,mmd_rbf,k,20,5,0.001656
version1_vs_version3,mmd_rbf,k,20,6,0.00114
version1_vs_version3,mmd_rbf,k,20,7,0.001319
version1_vs_version3,mmd_rbf,k,21,0,0.001688
version1_vs_version3,mmd_rbf,k,21,1,0.001577
version1_vs_version3,mmd_rbf,k,21,2,0.001666
version1_vs_version3,mmd_rbf,k,21,3,0.001827
version1_vs_version3,mmd_rbf,k,21,4,0.001435
version1_vs_version3,mmd_rbf,k,21,5,0.001635
version1_vs_version3,mmd_rbf,k,21,6,0.002045
version1_vs_version3,mmd_rbf,k,21,7,0.002272
version1_vs_version3,mmd_rbf,k,22,0,0.001488
version1_vs_version3,mmd_rbf,k,22,1,0.001517
version1_vs_version3,mmd_rbf,k,22,2,0.001656
version1_vs_version3,mmd_rbf,k,22,3,0.001148
version1_vs_version3,mmd_rbf,k,22,4,0.001348
version1_vs_version3,mmd_rbf,k,22,5,0.001368
version1_vs_version3,mmd_rbf,k,22,6,0.001678
version1_vs_version3,mmd_rbf,k,22,7,0.001614
version1_vs_version3,mmd_rbf,k,23,0,0.001643
version1_vs_version3,mmd_rbf,k,23,1,0.001735
version1_vs_version3,mmd_rbf,k,23,2,0.001734
version1_vs_version3,mmd_rbf,k,23,3,0.001517
version1_vs_version3,mmd_rbf,k,23,4,0.001895
version1_vs_version3,mmd_rbf,k,23,5,0.001424
version1_vs_version3,mmd_rbf,k,23,6,0.002122
version1_vs_version3,mmd_rbf,k,23,7,0.001357
version1_vs_version3,mmd_rbf,k,24,0,0.001442
version1_vs_version3,mmd_rbf,k,24,1,0.001474
version1_vs_version3,mmd_rbf,k,24,2,0.001362
version1_vs_version3,mmd_rbf,k,24,3,0.001976
version1_vs_version3,mmd_rbf,k,24,4,0.001525
version1_vs_version3,mmd_rbf,k,24,5,0.001856
version1_vs_version3,mmd_rbf,k,24,6,0.001451
version1_vs_version3,mmd_rbf,k,24,7,0.001657
version1_vs_version3,mmd_rbf,k,25,0,0.002031
version1_vs_version3,mmd_rbf,k,25,1,0.001397
version1_vs_version3,mmd_rbf,k,25,2,0.001561
version1_vs_version3,mmd_rbf,k,25,3,0.00132
version1_vs_version3,mmd_rbf,k,25,4,0.001323
version1_vs_version3,mmd_rbf,k,25,5,0.001539
version1_vs_version3,mmd_rbf,k,25,6,0.001424
version1_vs_version3,mmd_rbf,k,25,7,0.001302
version1_vs_version3,mmd_rbf,k,26,0,0.001365
version1_vs_version3,mmd_rbf,k,26,1,0.001331
version1_vs_version3,mmd_rbf,k,26,2,0.001603
version1_vs_version3,mmd_rbf,k,26,3,0.001476
version1_vs_version3,mmd_rbf,k,26,4,0.001358
version1_vs_version3,mmd_rbf,k,26,5,0.001338
version1_vs_version3,mmd_rbf,k,26,6,0.001811
version1_vs_version3,mmd_rbf,k,26,7,0.001407
version1_vs_version3,mmd_rbf,k,27,0,0.001238
version1_vs_version3,mmd_rbf,k,27,1,0.001822
version1_vs_version3,mmd_rbf,k,27,2,0.001345
version1_vs_version3,mmd_rbf,k,27,3,0.001282
version1_vs_version3,mmd_rbf,k,27,4,0.001339
version1_vs_version3,mmd_rbf,k,27,5,0.001158
version1_vs_version3,mmd_rbf,k,27,6,0.001103
version1_vs_version3,mmd_rbf,k,27,7,0.001133
version1_vs_version3,mmd_rbf,k,28,0,0.001495
version1_vs_version3,mmd_rbf,k,28,1,0.001275
version1_vs_version3,mmd_rbf,k,28,2,0.001671
version1_vs_version3,mmd_rbf,k,28,3,0.00159
version1_vs_version3,mmd_rbf,k,28,4,0.001272
version1_vs_version3,mmd_rbf,k,28,5,0.001377
version1_vs_version3,mmd_rbf,k,28,6,0.001356
version1_vs_version3,mmd_rbf,k,28,7,0.001415
version1_vs_version3,mmd_rbf,k,29,0,0.001298
version1_vs_version3,mmd_rbf,k,29,1,0.002856
version1_vs_version3,mmd_rbf,k,29,2,0.001394
version1_vs_version3,mmd_rbf,k,29,3,0.002621
version1_vs_version3,mmd_rbf,k,29,4,0.001523
version1_vs_version3,mmd_rbf,k,29,5,0.001591
version1_vs_version3,mmd_rbf,k,29,6,0.001345
version1_vs_version3,mmd_rbf,k,29,7,0.001227
version1_vs_version3,mmd_rbf,k,30,0,0.001659
version1_vs_version3,mmd_rbf,k,30,1,0.001218
version1_vs_version3,mmd_rbf,k,30,2,0.001599
version1_vs_version3,mmd_rbf,k,30,3,0.001108
version1_vs_version3,mmd_rbf,k,30,4,0.002124
version1_vs_version3,mmd_rbf,k,30,5,0.001408
version1_vs_version3,mmd_rbf,k,30,6,0.001884
version1_vs_version3,mmd_rbf,k,30,7,0.001269
version1_vs_version3,mmd_rbf,k,31,0,0.001452
version1_vs_version3,mmd_rbf,k,31,1,0.001303
version1_vs_version3,mmd_rbf,k,31,2,0.001768
version1_vs_version3,mmd_rbf,k,31,3,0.001133
version1_vs_version3,mmd_rbf,k,31,4,0.00142
version1_vs_version3,mmd_rbf,k,31,5,0.002115
version1_vs_version3,mmd_rbf,k,31,6,0.001733
version1_vs_version3,mmd_rbf,k,31,7,0.001307
version1_vs_version3,mmd_rbf,k,32,0,0.003255
version1_vs_version3,mmd_rbf,k,32,1,0.001265
version1_vs_version3,mmd_rbf,k,32,2,0.001554
version1_vs_version3,mmd_rbf,k,32,3,0.001661
version1_vs_version3,mmd_rbf,k,32,4,0.001209
version1_vs_version3,mmd_rbf,k,32,5,0.001375
version1_vs_version3,mmd_rbf,k,32,6,0.005194
version1_vs_version3,mmd_rbf,k,32,7,0.00123
version1_vs_version3,mmd_rbf,k,33,0,0.001698
version1_vs_version3,mmd_rbf,k,33,1,0.001607
version1_vs_version3,mmd_rbf,k,33,2,0.002517
version1_vs_version3,mmd_rbf,k,33,3,0.001113
version1_vs_version3,mmd_rbf,k,33,4,0.002085
version1_vs_version3,mmd_rbf,k,33,5,0.001602
version1_vs_version3,mmd_rbf,k,33,6,0.003145
version1_vs_version3,mmd_rbf,k,33,7,0.002071
version1_vs_version3,mmd_rbf,k,34,0,0.003674
version1_vs_version3,mmd_rbf,k,34,1,0.001328
version1_vs_version3,mmd_rbf,k,34,2,0.001638
version1_vs_version3,mmd_rbf,k,34,3,0.001744
version1_vs_version3,mmd_rbf,k,34,4,0.003938
version1_vs_version3,mmd_rbf,k,34,5,0.00137
version1_vs_version3,mmd_rbf,k,34,6,0.002223
version1_vs_version3,mmd_rbf,k,34,7,0.001451
version1_vs_version3,mmd_rbf,k,35,0,0.001687
version1_vs_version3,mmd_rbf,k,35,1,0.001579
version1_vs_version3,mmd_rbf,k,35,2,0.001725
version1_vs_version3,mmd_rbf,k,35,3,0.001566
version1_vs_version3,mmd_rbf,k,35,4,0.002191
version1_vs_version3,mmd_rbf,k,35,5,0.00365
version1_vs_version3,mmd_rbf,k,35,6,0.001626
version1_vs_version3,mmd_rbf,k,35,7,0.0054
version1_vs_version3,mmd_rbf,k,36,0,0.001372
version1_vs_version3,mmd_rbf,k,36,1,0.001216
version1_vs_version3,mmd_rbf,k,36,2,0.001726
version1_vs_version3,mmd_rbf,k,36,3,0.003372
version1_vs_version3,mmd_rbf,k,36,4,0.013031
version1_vs_version3,mmd_rbf,k,36,5,0.001897
version1_vs_version3,mmd_rbf,k,36,6,0.00233
version1_vs_version3,mmd_rbf,k,36,7,0.004067
version1_vs_version3,mmd_rbf,k,37,0,0.001977
version1_vs_version3,mmd_rbf,k,37,1,0.001693
version1_vs_version3,mmd_rbf,k,37,2,0.004353
version1_vs_version3,mmd_rbf,k,37,3,0.001452
version1_vs_version3,mmd_rbf,k,37,4,0.010921
version1_vs_version3,mmd_rbf,k,37,5,0.001853
version1_vs_version3,mmd_rbf,k,37,6,0.006398
version1_vs_version3,mmd_rbf,k,37,7,0.000968
version1_vs_version3,mmd_rbf,k,38,0,0.001175
version1_vs_version3,mmd_rbf,k,38,1,0.002039
version1_vs_version3,mmd_rbf,k,38,2,0.005102
version1_vs_version3,mmd_rbf,k,38,3,0.002067
version1_vs_version3,mmd_rbf,k,38,4,0.001887
version1_vs_version3,mmd_rbf,k,38,5,0.006654
version1_vs_version3,mmd_rbf,k,38,6,0.00292
version1_vs_version3,mmd_rbf,k,38,7,0.001952
version1_vs_version3,mmd_rbf,k,39,0,0.002863
version1_vs_version3,mmd_rbf,k,39,1,0.003054
version1_vs_version3,mmd_rbf,k,39,2,0.002134
version1_vs_version3,mmd_rbf,k,39,3,0.00326
version1_vs_version3,mmd_rbf,k,39,4,0.002531
version1_vs_version3,mmd_rbf,k,39,5,0.001994
version1_vs_version3,mmd_rbf,k,39,6,0.002637
version1_vs_version3,mmd_rbf,k,39,7,0.0035
version1_vs_version3,mmd_rbf,q,0,0,0.001532
version1_vs_version3,mmd_rbf,q,0,1,0.001286
version1_vs_version3,mmd_rbf,q,0,2,0.003226
version1_vs_version3,mmd_rbf,q,0,3,0.001304
version1_vs_version3,mmd_rbf,q,0,4,0.002037
version1_vs_version3,mmd_rbf,q,0,5,0.002329
version1_vs_version3,mmd_rbf,q,0,6,0.003278
version1_vs_version3,mmd_rbf,q,0,7,0.005167
version1_vs_version3,mmd_rbf,q,0,8,0.006063
version1_vs_version3,mmd_rbf,q,0,9,0.004921
version1_vs_version3,mmd_rbf,q,0,10,0.001163
version1_vs_version3,mmd_rbf,q,0,11,0.001869
version1_vs_version3,mmd_rbf,q,0,12,0.001313
version1_vs_version3,mmd_rbf,q,0,13,0.002761
version1_vs_version3,mmd_rbf,q,0,14,0.003033
version1_vs_version3,mmd_rbf,q,0,15,0.003514
version1_vs_version3,mmd_rbf,q,0,16,0.001279
version1_vs_version3,mmd_rbf,q,0,17,0.026475
version1_vs_version3,mmd_rbf,q,0,18,0.000909
version1_vs_version3,mmd_rbf,q,0,19,0.001288
version1_vs_version3,mmd_rbf,q,0,20,0.00279
version1_vs_version3,mmd_rbf,q,0,21,0.002915
version1_vs_version3,mmd_rbf,q,0,22,0.003459
version1_vs_version3,mmd_rbf,q,0,23,0.003849
version1_vs_version3,mmd_rbf,q,0,24,0.01923
version1_vs_version3,mmd_rbf,q,0,25,0.004059
version1_vs_version3,mmd_rbf,q,0,26,0.002156
version1_vs_version3,mmd_rbf,q,0,27,0.027787
version1_vs_version3,mmd_rbf,q,0,28,0.001579
version1_vs_version3,mmd_rbf,q,0,29,0.001788
version1_vs_version3,mmd_rbf,q,0,30,0.001552
version1_vs_version3,mmd_rbf,q,0,31,0.001517
version1_vs_version3,mmd_rbf,q,0,32,0.001962
version1_vs_version3,mmd_rbf,q,0,33,0.007331
version1_vs_version3,mmd_rbf,q,0,34,0.003301
version1_vs_version3,mmd_rbf,q,0,35,0.007494
version1_vs_version3,mmd_rbf,q,0,36,0.001197
version1_vs_version3,mmd_rbf,q,0,37,0.001274
version1_vs_version3,mmd_rbf,q,0,38,0.001338
version1_vs_version3,mmd_rbf,q,0,39,0.00156
version1_vs_version3,mmd_rbf,q,1,0,0.002905
version1_vs_version3,mmd_rbf,q,1,1,0.00185
version1_vs_version3,mmd_rbf,q,1,2,0.001333
version1_vs_version3,mmd_rbf,q,1,3,0.001149
version1_vs_version3,mmd_rbf,q,1,4,0.001289
version1_vs_version3,mmd_rbf,q,1,5,0.00219
version1_vs_version3,mmd_rbf,q,1,6,0.032829
version1_vs_version3,mmd_rbf,q,1,7,0.003214
version1_vs_version3,mmd_rbf,q,1,8,0.005677
version1_vs_version3,mmd_rbf,q,1,9,0.00363
version1_vs_version3,mmd_rbf,q,1,10,0.002273
version1_vs_version3,mmd_rbf,q,1,11,0.003012
version1_vs_version3,mmd_rbf,q,1,12,0.011126
version1_vs_version3,mmd_rbf,q,1,13,0.00255
version1_vs_version3,mmd_rbf,q,1,14,0.003579
version1_vs_version3,mmd_rbf,q,1,15,0.002157
version1_vs_version3,mmd_rbf,q,1,16,0.003781
version1_vs_version3,mmd_rbf,q,1,17,0.003643
version1_vs_version3,mmd_rbf,q,1,18,0.002396
version1_vs_version3,mmd_rbf,q,1,19,0.001744
version1_vs_version3,mmd_rbf,q,1,20,0.001653
version1_vs_version3,mmd_rbf,q,1,21,0.00227
version1_vs_version3,mmd_rbf,q,1,22,0.002149
version1_vs_version3,mmd_rbf,q,1,23,0.005365
version1_vs_version3,mmd_rbf,q,1,24,0.006715
version1_vs_version3,mmd_rbf,q,1,25,0.003471
version1_vs_version3,mmd_rbf,q,1,26,0.003951
version1_vs_version3,mmd_rbf,q,1,27,0.00198
version1_vs_version3,mmd_rbf,q,1,28,0.002012
version1_vs_version3,mmd_rbf,q,1,29,0.003584
version1_vs_version3,mmd_rbf,q,1,30,0.001641
version1_vs_version3,mmd_rbf,q,1,31,0.003549
version1_vs_version3,mmd_rbf,q,1,32,0.004003
version1_vs_version3,mmd_rbf,q,1,33,0.002967
version1_vs_version3,mmd_rbf,q,1,34,0.002372
version1_vs_version3,mmd_rbf,q,1,35,0.001849
version1_vs_version3,mmd_rbf,q,1,36,0.000958
version1_vs_version3,mmd_rbf,q,1,37,0.002411
version1_vs_version3,mmd_rbf,q,1,38,0.001039
version1_vs_version3,mmd_rbf,q,1,39,0.001557
version1_vs_version3,mmd_rbf,q,2,0,0.001912
version1_vs_version3,mmd_rbf,q,2,1,0.002605
version1_vs_version3,mmd_rbf,q,2,2,0.001967
version1_vs_version3,mmd_rbf,q,2,3,0.002074
version1_vs_version3,mmd_rbf,q,2,4,0.004972
version1_vs_version3,mmd_rbf,q,2,5,0.002024
version1_vs_version3,mmd_rbf,q,2,6,0.002384
version1_vs_version3,mmd_rbf,q,2,7,0.002194
version1_vs_version3,mmd_rbf,q,2,8,0.001984
version1_vs_version3,mmd_rbf,q,2,9,0.002826
version1_vs_version3,mmd_rbf,q,2,10,0.007062
version1_vs_version3,mmd_rbf,q,2,11,0.003329
version1_vs_version3,mmd_rbf,q,2,12,0.001895
version1_vs_version3,mmd_rbf,q,2,13,0.003952
version1_vs_version3,mmd_rbf,q,2,14,0.002828
version1_vs_version3,mmd_rbf,q,2,15,0.001621
version1_vs_version3,mmd_rbf,q,2,16,0.001662
version1_vs_version3,mmd_rbf,q,2,17,0.001541
version1_vs_version3,mmd_rbf,q,2,18,0.001819
version1_vs_version3,mmd_rbf,q,2,19,0.001484
version1_vs_version3,mmd_rbf,q,2,20,0.001622
version1_vs_version3,mmd_rbf,q,2,21,0.001691
version1_vs_version3,mmd_rbf,q,2,22,0.001767
version1_vs_version3,mmd_rbf,q,2,23,0.002041
version1_vs_version3,mmd_rbf,q,2,24,0.00203
version1_vs_version3,mmd_rbf,q,2,25,0.001964
version1_vs_version3,mmd_rbf,q,2,26,0.001943
version1_vs_version3,mmd_rbf,q,2,27,0.001762
version1_vs_version3,mmd_rbf,q,2,28,0.001806
version1_vs_version3,mmd_rbf,q,2,29,0.002507
version1_vs_version3,mmd_rbf,q,2,30,0.009491
version1_vs_version3,mmd_rbf,q,2,31,0.003183
version1_vs_version3,mmd_rbf,q,2,32,0.004347
version1_vs_version3,mmd_rbf,q,2,33,0.006792
version1_vs_version3,mmd_rbf,q,2,34,0.003239
version1_vs_version3,mmd_rbf,q,2,35,0.001349
version1_vs_version3,mmd_rbf,q,2,36,0.001923
version1_vs_version3,mmd_rbf,q,2,37,0.010722
version1_vs_version3,mmd_rbf,q,2,38,0.001742
version1_vs_version3,mmd_rbf,q,2,39,0.002734
version1_vs_version3,mmd_rbf,q,3,0,0.001554
version1_vs_version3,mmd_rbf,q,3,1,0.001567
version1_vs_version3,mmd_rbf,q,3,2,0.001817
version1_vs_version3,mmd_rbf,q,3,3,0.00146
version1_vs_version3,mmd_rbf,q,3,4,0.001559
version1_vs_version3,mmd_rbf,q,3,5,0.001462
version1_vs_version3,mmd_rbf,q,3,6,0.001903
version1_vs_version3,mmd_rbf,q,3,7,0.001464
version1_vs_version3,mmd_rbf,q,3,8,0.001573
version1_vs_version3,mmd_rbf,q,3,9,0.001544
version1_vs_version3,mmd_rbf,q,3,10,0.001715
version1_vs_version3,mmd_rbf,q,3,11,0.00201
version1_vs_version3,mmd_rbf,q,3,12,0.002399
version1_vs_version3,mmd_rbf,q,3,13,0.002849
version1_vs_version3,mmd_rbf,q,3,14,0.002834
version1_vs_version3,mmd_rbf,q,3,15,0.002681
version1_vs_version3,mmd_rbf,q,3,16,0.002999
version1_vs_version3,mmd_rbf,q,3,17,0.002256
version1_vs_version3,mmd_rbf,q,3,18,0.002635
version1_vs_version3,mmd_rbf,q,3,19,0.002213
version1_vs_version3,mmd_rbf,q,3,20,0.001533
version1_vs_version3,mmd_rbf,q,3,21,0.002115
version1_vs_version3,mmd_rbf,q,3,22,0.003014
version1_vs_version3,mmd_rbf,q,3,23,0.001805
version1_vs_version3,mmd_rbf,q,3,24,0.002012
version1_vs_version3,mmd_rbf,q,3,25,0.002679
version1_vs_version3,mmd_rbf,q,3,26,0.002916
version1_vs_version3,mmd_rbf,q,3,27,0.001828
version1_vs_version3,mmd_rbf,q,3,28,0.001651
version1_vs_version3,mmd_rbf,q,3,29,0.001143
version1_vs_version3,mmd_rbf,q,3,30,0.00668
version1_vs_version3,mmd_rbf,q,3,31,0.00902
version1_vs_version3,mmd_rbf,q,3,32,0.008226
version1_vs_version3,mmd_rbf,q,3,33,0.003925
version1_vs_version3,mmd_rbf,q,3,34,0.027845
version1_vs_version3,mmd_rbf,q,3,35,0.001915
version1_vs_version3,mmd_rbf,q,3,36,0.002046
version1_vs_version3,mmd_rbf,q,3,37,0.001851
version1_vs_version3,mmd_rbf,q,3,38,0.002396
version1_vs_version3,mmd_rbf,q,3,39,0.00226
version1_vs_version3,mmd_rbf,q,4,0,0.002598
version1_vs_version3,mmd_rbf,q,4,1,0.00192
version1_vs_version3,mmd_rbf,q,4,2,0.002742
version1_vs_version3,mmd_rbf,q,4,3,0.00173
version1_vs_version3,mmd_rbf,q,4,4,0.001441
version1_vs_version3,mmd_rbf,q,4,5,0.001555
version1_vs_version3,mmd_rbf,q,4,6,0.001488
version1_vs_version3,mmd_rbf,q,4,7,0.002036
version1_vs_version3,mmd_rbf,q,4,8,0.001938
version1_vs_version3,mmd_rbf,q,4,9,0.001107
version1_vs_version3,mmd_rbf,q,4,10,0.001432
