pair,layer,head,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median,l2_mean_mean,l2_mean_std,l2_mean_median
original_vs_version1,3,9,15,1,1,0.185846,0.027166,0.189246,0.762822,0.034831,0.768715,0.059445,0.015018,0.05492,0.363439,0.051033,0.337977
original_vs_version1,3,10,15,1,1,0.123672,0.017763,0.116879,0.75498,0.043749,0.748591,0.071061,0.019002,0.065303,0.54637,0.020222,0.544101
original_vs_version1,3,11,15,1,1,0.13268,0.021695,0.135374,0.743464,0.044641,0.743782,0.073665,0.016355,0.075255,0.598104,0.013472,0.598146
original_vs_version1,3,12,15,1,1,0.238686,0.032856,0.249586,0.753149,0.035243,0.755826,0.101912,0.01572,0.102128,0.284091,0.023014,0.285898
original_vs_version1,3,13,15,1,1,0.241504,0.044732,0.243076,0.758197,0.044618,0.763974,0.161158,0.036148,0.154233,0.403697,0.026962,0.405143
original_vs_version1,3,14,15,1,1,0.180811,0.033548,0.180106,0.779197,0.037647,0.779945,0.079181,0.019355,0.085792,0.324774,0.027967,0.321258
original_vs_version1,3,15,15,1,1,0.247466,0.020359,0.247419,0.844244,0.023841,0.838785,0.074763,0.021507,0.068862,0.427806,0.032677,0.427649
original_vs_version1,3,16,15,1,1,0.357298,0.03882,0.347731,0.837641,0.029636,0.840552,0.158086,0.050982,0.14273,0.463965,0.025748,0.466629
original_vs_version1,3,17,15,1,1,0.257429,0.026446,0.255301,0.834084,0.020577,0.833463,0.096684,0.027705,0.090418,0.33917,0.022679,0.338709
original_vs_version1,3,18,15,1,1,0.204749,0.021198,0.198517,0.817039,0.018687,0.821661,0.103154,0.034372,0.08843,0.427339,0.026463,0.434931
original_vs_version1,3,19,15,1,1,0.259496,0.031287,0.262215,0.828414,0.021953,0.825335,0.102928,0.029907,0.097599,0.487827,0.038101,0.478562
original_vs_version1,3,20,15,1,1,0.213538,0.043751,0.2071,0.70811,0.041279,0.708134,0.114922,0.030603,0.10906,0.614731,0.080647,0.639003
original_vs_version1,3,21,15,1,1,0.223991,0.030505,0.230718,0.698631,0.044797,0.711803,0.12081,0.020789,0.119939,0.446763,0.059008,0.450852
original_vs_version1,3,22,15,1,1,0.374185,0.038772,0.38153,0.798321,0.029105,0.801787,0.09419,0.018062,0.093948,0.252677,0.010654,0.251927
original_vs_version1,3,23,15,1,1,0.320076,0.026129,0.314275,0.859383,0.035396,0.857248,0.061363,0.019117,0.058828,0.6245,0.061649,0.63091
original_vs_version1,3,24,15,1,1,0.329426,0.035258,0.326682,0.775706,0.037825,0.785194,0.122808,0.03242,0.123007,0.182495,0.014401,0.176347
original_vs_version1,3,25,15,1,1,0.367754,0.045616,0.375528,0.847907,0.028309,0.855199,0.100236,0.057143,0.078765,0.266782,0.039146,0.268341
original_vs_version1,3,26,15,1,1,0.227459,0.030707,0.226883,0.801372,0.031784,0.803821,0.050691,0.019998,0.048973,0.343025,0.029069,0.333897
original_vs_version1,3,27,15,1,1,0.210999,0.023225,0.21286,0.813928,0.030573,0.815068,0.050918,0.024747,0.040015,0.328772,0.030465,0.32149
original_vs_version1,3,28,15,1,1,0.103438,0.015399,0.101749,0.748288,0.04215,0.751131,0.050775,0.012858,0.052251,0.421274,0.029656,0.418535
original_vs_version1,3,29,15,1,1,0.042123,0.006693,0.04096,0.748685,0.03986,0.749478,0.060572,0.016761,0.059657,0.774367,0.033892,0.778248
original_vs_version1,3,30,15,1,1,0.427859,0.067572,0.429139,0.753859,0.064375,0.765818,0.235988,0.0734,0.210263,0.372648,0.035705,0.374218
original_vs_version1,3,31,15,1,1,0.151163,0.021737,0.155421,0.642085,0.047755,0.648459,0.138042,0.041718,0.122429,0.377054,0.024065,0.376978
original_vs_version1,3,32,15,1,1,0.17248,0.026762,0.1731,0.53339,0.041636,0.530564,0.344424,0.083085,0.34688,0.433701,0.022578,0.433841
original_vs_version1,3,33,15,1,1,0.178228,0.030157,0.178284,0.572989,0.058906,0.558006,0.167442,0.029933,0.167181,0.39236,0.034663,0.384575
original_vs_version1,3,34,15,1,1,0.083735,0.024103,0.087682,0.474346,0.036765,0.481057,0.257576,0.051802,0.261292,0.501215,0.0293,0.508945
original_vs_version1,3,35,15,1,1,0.21664,0.032286,0.213268,0.785669,0.043487,0.787455,0.069958,0.025103,0.063991,0.491647,0.050397,0.479351
original_vs_version1,3,36,15,1,1,0.303242,0.031086,0.305301,0.789829,0.035366,0.796472,0.094178,0.025689,0.083801,0.264144,0.022984,0.260702
original_vs_version1,3,37,15,1,1,0.360405,0.023644,0.354083,0.858046,0.028388,0.866128,0.094162,0.054701,0.07443,0.285636,0.017815,0.285512
original_vs_version1,3,38,15,1,1,0.25062,0.032802,0.248137,0.823655,0.032899,0.826749,0.075514,0.0162,0.072176,0.433277,0.045026,0.435062
original_vs_version1,3,39,15,1,1,0.261538,0.033375,0.260268,0.833283,0.035894,0.837055,0.04839,0.017161,0.045977,0.494901,0.065982,0.484502
original_vs_version1,4,0,15,1,1,0.58707,0.028136,0.595523,0.928702,0.015082,0.928332,0.106488,0.025097,0.107152,0.388885,0.021741,0.383294
original_vs_version1,4,1,15,1,1,0.384935,0.027257,0.39104,0.834648,0.016082,0.836044,0.12789,0.031199,0.126777,0.290419,0.029924,0.283262
