pair,component,layer,n_rows,n_layers,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,mean_pairwise_cosine_median,maxmatch_cosine_mean,maxmatch_cosine_std,maxmatch_cosine_median,mmd_rbf_mean,mmd_rbf_std,mmd_rbf_median
gsm8k_ver1_vs_gpqa_orgn,q,9,40,1,40,0.55395,0.123814,0.588643,0.761069,0.072751,0.762437,0.045969,0.011486,0.04667
gsm8k_ver1_vs_gpqa_orgn,q,10,40,1,40,0.662691,0.09194,0.696616,0.820764,0.060286,0.847178,0.071435,0.022304,0.07415
gsm8k_ver1_vs_gpqa_orgn,q,11,40,1,40,0.625212,0.095143,0.639948,0.793571,0.060869,0.806264,0.055351,0.014486,0.052482
gsm8k_ver1_vs_gpqa_orgn,q,12,40,1,40,0.479064,0.113645,0.457804,0.710274,0.064454,0.695362,0.055848,0.013574,0.056766
gsm8k_ver1_vs_gpqa_orgn,q,13,40,1,40,0.606058,0.13636,0.626969,0.792795,0.077739,0.801433,0.06382,0.017208,0.063052
gsm8k_ver1_vs_gpqa_orgn,q,14,40,1,40,0.546167,0.081676,0.540932,0.750488,0.062769,0.753205,0.066724,0.024002,0.060118
gsm8k_ver1_vs_gpqa_orgn,q,15,40,1,40,0.480118,0.076611,0.477173,0.710767,0.04733,0.70674,0.051279,0.012923,0.05042
gsm8k_ver1_vs_gpqa_orgn,q,16,40,1,40,0.491991,0.096875,0.490076,0.730663,0.068753,0.721599,0.054346,0.017913,0.051426
gsm8k_ver1_vs_gpqa_orgn,q,17,40,1,40,0.408142,0.101691,0.379367,0.682835,0.068954,0.668136,0.055079,0.022797,0.049774
gsm8k_ver1_vs_gpqa_orgn,q,18,40,1,40,0.459137,0.095251,0.446782,0.722451,0.056158,0.707264,0.050816,0.016638,0.046327
gsm8k_ver1_vs_gpqa_orgn,q,19,40,1,40,0.502091,0.111385,0.47368,0.721149,0.070813,0.704826,0.044212,0.009957,0.043037
gsm8k_ver1_vs_gpqa_orgn,q,20,40,1,40,0.496846,0.086582,0.497184,0.739312,0.056675,0.743777,0.043699,0.010046,0.041984
gsm8k_ver1_vs_gpqa_orgn,q,21,40,1,40,0.416157,0.065372,0.409268,0.672189,0.053236,0.661044,0.055192,0.012572,0.053962
gsm8k_ver1_vs_gpqa_orgn,q,22,40,1,40,0.450019,0.06109,0.457218,0.700871,0.034413,0.698932,0.049538,0.011428,0.047268
gsm8k_ver1_vs_gpqa_orgn,q,23,40,1,40,0.48693,0.064899,0.472864,0.714037,0.041999,0.714614,0.049546,0.011219,0.0469
gsm8k_ver1_vs_gpqa_orgn,q,24,40,1,40,0.504448,0.063889,0.490948,0.723079,0.044771,0.714073,0.049244,0.010818,0.046575
gsm8k_ver1_vs_gpqa_orgn,q,25,40,1,40,0.518329,0.055564,0.523454,0.73344,0.035261,0.72727,0.062617,0.021708,0.056709
gsm8k_ver1_vs_gpqa_orgn,q,26,40,1,40,0.507808,0.061865,0.507488,0.719828,0.039682,0.716614,0.062889,0.017689,0.057327
gsm8k_ver1_vs_gpqa_orgn,q,27,40,1,40,0.588187,0.072613,0.586098,0.777785,0.054161,0.783154,0.047012,0.009241,0.04669
gsm8k_ver1_vs_gpqa_orgn,q,28,40,1,40,0.485307,0.061924,0.478929,0.711941,0.039741,0.707027,0.051014,0.009559,0.051316
gsm8k_ver1_vs_gpqa_orgn,q,29,40,1,40,0.664127,0.142582,0.675679,0.806745,0.085014,0.814924,0.057556,0.01505,0.05514
gsm8k_ver1_vs_gpqa_orgn,q,30,40,1,40,0.654209,0.099057,0.687362,0.799176,0.063904,0.815406,0.065009,0.0172,0.063043
gsm8k_ver1_vs_gpqa_orgn,q,31,40,1,40,0.582784,0.096291,0.609616,0.761871,0.057071,0.775754,0.062038,0.014072,0.060072
gsm8k_ver1_vs_gpqa_orgn,q,32,40,1,40,0.64089,0.076042,0.616847,0.78569,0.054307,0.766258,0.05714,0.021618,0.052363
gsm8k_ver1_vs_gpqa_orgn,q,33,40,1,40,0.58686,0.051738,0.576274,0.75318,0.034304,0.753468,0.06376,0.013112,0.062529
gsm8k_ver1_vs_gpqa_orgn,q,34,40,1,40,0.517444,0.059164,0.516822,0.709354,0.041739,0.71016,0.060153,0.014057,0.057018
gsm8k_ver1_vs_gpqa_orgn,q,35,40,1,40,0.504857,0.036524,0.503686,0.708207,0.026705,0.70584,0.069116,0.017109,0.06493
gsm8k_ver1_vs_gpqa_orgn,q,36,40,1,40,0.620451,0.065073,0.616258,0.772463,0.048139,0.769009,0.063694,0.03367,0.054844
gsm8k_ver1_vs_gpqa_orgn,q,37,40,1,40,0.599567,0.060211,0.590102,0.769566,0.050004,0.76579,0.066845,0.026926,0.061686
gsm8k_ver1_vs_gpqa_orgn,q,38,40,1,40,0.65723,0.081841,0.650757,0.808744,0.047707,0.799979,0.076477,0.031795,0.068066
gsm8k_ver1_vs_gpqa_orgn,q,39,40,1,40,0.577875,0.077904,0.588035,0.760627,0.050514,0.76231,0.085766,0.024896,0.076952
gsm8k_ver1_vs_gpqa_orgn,v,0,8,1,8,0.092928,0.130858,0.045142,0.541452,0.08355,0.503172,0.035075,0.011496,0.03756
gsm8k_ver1_vs_gpqa_orgn,v,1,8,1,8,0.082682,0.10954,0.038782,0.511364,0.114131,0.500052,0.047085,0.018321,0.04557
gsm8k_ver1_vs_gpqa_orgn,v,2,8,1,8,0.02693,0.016495,0.021658,0.438413,0.053328,0.429192,0.023855,0.007819,0.020298
gsm8k_ver1_vs_gpqa_orgn,v,3,8,1,8,0.024744,0.01883,0.016843,0.429218,0.065252,0.40271,0.027268,0.010736,0.024322
gsm8k_ver1_vs_gpqa_orgn,v,4,8,1,8,0.04663,0.069548,0.021501,0.420037,0.100804,0.379803,0.028062,0.006732,0.029108
gsm8k_ver1_vs_gpqa_orgn,v,5,8,1,8,0.124703,0.132977,0.067573,0.529828,0.12888,0.504932,0.03802,0.011623,0.0348
gsm8k_ver1_vs_gpqa_orgn,v,6,8,1,8,0.037949,0.026558,0.034215,0.418076,0.08579,0.388824,0.031182,0.008268,0.031862
gsm8k_ver1_vs_gpqa_orgn,v,7,8,1,8,0.055792,0.028708,0.063409,0.385766,0.06819,0.392168,0.052118,0.039919,0.035851
gsm8k_ver1_vs_gpqa_orgn,v,8,8,1,8,0.05499,0.021352,0.05388,0.400194,0.060617,0.391719,0.050534,0.035164,0.034735
gsm8k_ver1_vs_gpqa_orgn,v,9,8,1,8,0.08771,0.063832,0.081498,0.473965,0.039523,0.46539,0.031496,0.008738,0.031563
gsm8k_ver1_vs_gpqa_orgn,v,10,8,1,8,0.045762,0.026736,0.046979,0.409943,0.051373,0.429578,0.021743,0.003271,0.021015
gsm8k_ver1_vs_gpqa_orgn,v,11,8,1,8,0.02604,0.008021,0.02388,0.344155,0.026668,0.353726,0.021617,0.006498,0.019114
gsm8k_ver1_vs_gpqa_orgn,v,12,8,1,8,0.086798,0.074231,0.057793,0.409975,0.084294,0.373842,0.028912,0.008265,0.026322
gsm8k_ver1_vs_gpqa_orgn,v,13,8,1,8,0.046857,0.039684,0.03106,0.347737,0.0656,0.338158,0.035654,0.023038,0.02856
gsm8k_ver1_vs_gpqa_orgn,v,14,8,1,8,0.104459,0.125934,0.068614,0.41787,0.137162,0.380216,0.039118,0.019543,0.029727
gsm8k_ver1_vs_gpqa_orgn,v,15,8,1,8,0.07311,0.042587,0.062124,0.415826,0.060375,0.413181,0.031823,0.015081,0.030997
gsm8k_ver1_vs_gpqa_orgn,v,16,8,1,8,0.076004,0.025631,0.076518,0.412737,0.057116,0.39809,0.025888,0.006634,0.02611
gsm8k_ver1_vs_gpqa_orgn,v,17,8,1,8,0.073193,0.041027,0.06404,0.426955,0.050658,0.433687,0.038554,0.028421,0.02702
gsm8k_ver1_vs_gpqa_orgn,v,18,8,1,8,0.080978,0.05146,0.069701,0.423745,0.065756,0.428,0.025265,0.013838,0.020916
gsm8k_ver1_vs_gpqa_orgn,v,19,8,1,8,0.063229,0.032471,0.069745,0.423076,0.066701,0.443264,0.019434,0.006295,0.01689
gsm8k_ver1_vs_gpqa_orgn,v,20,8,1,8,0.055744,0.034525,0.05146,0.385461,0.063459,0.378792,0.020011,0.005952,0.017778
gsm8k_ver1_vs_gpqa_orgn,v,21,8,1,8,0.086542,0.081038,0.063622,0.408376,0.08131,0.398968,0.027594,0.013917,0.025534
gsm8k_ver1_vs_gpqa_orgn,v,22,8,1,8,0.071321,0.042341,0.073486,0.405663,0.062428,0.404468,0.026252,0.012693,0.023802
gsm8k_ver1_vs_gpqa_orgn,v,23,8,1,8,0.050619,0.016813,0.04869,0.367884,0.040443,0.362653,0.020796,0.00664,0.019135
gsm8k_ver1_vs_gpqa_orgn,v,24,8,1,8,0.042329,0.02387,0.044041,0.356389,0.055003,0.349753,0.027838,0.021429,0.019404
gsm8k_ver1_vs_gpqa_orgn,v,25,8,1,8,0.065346,0.048658,0.057222,0.370978,0.061699,0.38299,0.032643,0.021525,0.025152
gsm8k_ver1_vs_gpqa_orgn,v,26,8,1,8,0.062983,0.04612,0.044442,0.367185,0.051525,0.378273,0.034163,0.016523,0.026747
gsm8k_ver1_vs_gpqa_orgn,v,27,8,1,8,0.062228,0.0249,0.061282,0.410723,0.051292,0.394146,0.028188,0.008012,0.026496
gsm8k_ver1_vs_gpqa_orgn,v,28,8,1,8,0.0381,0.014856,0.035276,0.378606,0.062816,0.363854,0.024867,0.008201,0.022843
gsm8k_ver1_vs_gpqa_orgn,v,29,8,1,8,0.08295,0.078871,0.053789,0.378977,0.055954,0.353165,0.058043,0.084388,0.026128
gsm8k_ver1_vs_gpqa_orgn,v,30,8,1,8,0.056268,0.054803,0.023372,0.35827,0.055849,0.376555,0.034803,0.016925,0.030903
gsm8k_ver1_vs_gpqa_orgn,v,31,8,1,8,0.069934,0.061832,0.046397,0.366161,0.076056,0.355404,0.036233,0.01862,0.03247
gsm8k_ver1_vs_gpqa_orgn,v,32,8,1,8,0.076098,0.066551,0.048473,0.373768,0.068446,0.379158,0.035139,0.022239,0.028326
gsm8k_ver1_vs_gpqa_orgn,v,33,8,1,8,0.031307,0.008,0.031492,0.357568,0.048635,0.361024,0.024874,0.010172,0.022259
gsm8k_ver1_vs_gpqa_orgn,v,34,8,1,8,0.04581,0.036221,0.032954,0.36903,0.044852,0.367816,0.030812,0.024873,0.017975
gsm8k_ver1_vs_gpqa_orgn,v,35,8,1,8,0.032477,0.016488,0.023758,0.351963,0.025737,0.35411,0.027687,0.022621,0.017972
gsm8k_ver1_vs_gpqa_orgn,v,36,8,1,8,0.068772,0.074385,0.04885,0.356134,0.0695,0.345866,0.0366,0.018123,0.030828
gsm8k_ver1_vs_gpqa_orgn,v,37,8,1,8,0.072666,0.07957,0.039944,0.373384,0.067482,0.361684,0.06055,0.078975,0.032931
gsm8k_ver1_vs_gpqa_orgn,v,38,8,1,8,0.07899,0.105408,0.030774,0.366755,0.098028,0.328328,0.030369,0.013203,0.027835
gsm8k_ver1_vs_gpqa_orgn,v,39,8,1,8,0.089428,0.104853,0.038592,0.359762,0.104156,0.308171,0.043294,0.020667,0.033972
gsm8k_ver1_vs_gpqa_ver1,k,0,8,1,8,0.949949,0.057885,0.977366,0.97938,0.023538,0.990466,0.036087,0.00576,0.036082
gsm8k_ver1_vs_gpqa_ver1,k,1,8,1,8,0.692236,0.103227,0.699857,0.875545,0.049071,0.882024,0.042947,0.01757,0.041778
gsm8k_ver1_vs_gpqa_ver1,k,2,8,1,8,0.706229,0.125105,0.735701,0.8582,0.067951,0.880175,0.042119,0.013811,0.040802
gsm8k_ver1_vs_gpqa_ver1,k,3,8,1,8,0.451776,0.091422,0.456093,0.741688,0.043278,0.753198,0.043534,0.016343,0.040261
gsm8k_ver1_vs_gpqa_ver1,k,4,8,1,8,0.551198,0.080927,0.548436,0.776236,0.049412,0.786638,0.04617,0.013344,0.046949
gsm8k_ver1_vs_gpqa_ver1,k,5,8,1,8,0.529617,0.118197,0.532991,0.774522,0.077383,0.77469,0.049118,0.019863,0.046668
gsm8k_ver1_vs_gpqa_ver1,k,6,8,1,8,0.50631,0.110833,0.512296,0.761695,0.078755,0.75425,0.075014,0.047652,0.057287
gsm8k_ver1_vs_gpqa_ver1,k,7,8,1,8,0.71301,0.073603,0.729235,0.850362,0.042966,0.857642,0.049272,0.019908,0.04912
gsm8k_ver1_vs_gpqa_ver1,k,8,8,1,8,0.843766,0.06113,0.865276,0.917613,0.035734,0.925056,0.055354,0.02062,0.056234
gsm8k_ver1_vs_gpqa_ver1,k,9,8,1,8,0.54666,0.136722,0.580802,0.762295,0.084896,0.77955,0.037727,0.008396,0.039776
gsm8k_ver1_vs_gpqa_ver1,k,10,8,1,8,0.834998,0.108754,0.863864,0.913859,0.050055,0.921899,0.048434,0.011747,0.046744
gsm8k_ver1_vs_gpqa_ver1,k,11,8,1,8,0.625095,0.088925,0.651857,0.807151,0.048838,0.819938,0.047833,0.009352,0.049271
gsm8k_ver1_vs_gpqa_ver1,k,12,8,1,8,0.410196,0.142928,0.400615,0.676769,0.098933,0.667498,0.053023,0.007194,0.05362
gsm8k_ver1_vs_gpqa_ver1,k,13,8,1,8,0.452839,0.099934,0.461744,0.703098,0.071213,0.695018,0.065097,0.01329,0.06609
gsm8k_ver1_vs_gpqa_ver1,k,14,8,1,8,0.503234,0.135397,0.454148,0.744275,0.081836,0.732481,0.057601,0.018753,0.058676
gsm8k_ver1_vs_gpqa_ver1,k,15,8,1,8,0.54157,0.088698,0.555248,0.752108,0.055658,0.76236,0.051607,0.012011,0.053998
gsm8k_ver1_vs_gpqa_ver1,k,16,8,1,8,0.647452,0.081295,0.639816,0.822239,0.051178,0.816488,0.054623,0.012526,0.056625
gsm8k_ver1_vs_gpqa_ver1,k,17,8,1,8,0.476614,0.126017,0.454612,0.741066,0.077081,0.712658,0.046762,0.014067,0.047018
gsm8k_ver1_vs_gpqa_ver1,k,18,8,1,8,0.415398,0.104096,0.376086,0.701788,0.053693,0.680933,0.054816,0.010083,0.054611
gsm8k_ver1_vs_gpqa_ver1,k,19,8,1,8,0.443983,0.038681,0.447513,0.722546,0.02121,0.723465,0.048837,0.005026,0.049007
gsm8k_ver1_vs_gpqa_ver1,k,20,8,1,8,0.533303,0.1233,0.523196,0.776601,0.058866,0.781426,0.053853,0.013693,0.056882
gsm8k_ver1_vs_gpqa_ver1,k,21,8,1,8,0.506227,0.113771,0.468812,0.772963,0.05498,0.768534,0.060884,0.011461,0.063054
gsm8k_ver1_vs_gpqa_ver1,k,22,8,1,8,0.506584,0.064615,0.487046,0.751175,0.037105,0.745358,0.055317,0.007606,0.055921
gsm8k_ver1_vs_gpqa_ver1,k,23,8,1,8,0.537596,0.087143,0.536747,0.780728,0.032853,0.781401,0.0573,0.009906,0.056427
gsm8k_ver1_vs_gpqa_ver1,k,24,8,1,8,0.505938,0.107522,0.486082,0.770753,0.04103,0.764452,0.064667,0.008766,0.062043
gsm8k_ver1_vs_gpqa_ver1,k,25,8,1,8,0.718281,0.08788,0.698588,0.866059,0.039807,0.857014,0.056958,0.01127,0.053816
gsm8k_ver1_vs_gpqa_ver1,k,26,8,1,8,0.508115,0.070058,0.493906,0.761677,0.035451,0.765949,0.063022,0.009188,0.064145
gsm8k_ver1_vs_gpqa_ver1,k,27,8,1,8,0.583111,0.089984,0.602315,0.790296,0.049426,0.799153,0.051833,0.009825,0.051463
gsm8k_ver1_vs_gpqa_ver1,k,28,8,1,8,0.425642,0.049789,0.434916,0.722367,0.030027,0.725547,0.054578,0.005871,0.056037
gsm8k_ver1_vs_gpqa_ver1,k,29,8,1,8,0.464801,0.097075,0.430686,0.732422,0.04739,0.720139,0.056711,0.016244,0.054703
gsm8k_ver1_vs_gpqa_ver1,k,30,8,1,8,0.553346,0.116516,0.556543,0.776183,0.049108,0.76565,0.045696,0.008086,0.042984
gsm8k_ver1_vs_gpqa_ver1,k,31,8,1,8,0.493374,0.099003,0.488792,0.728501,0.066084,0.722002,0.052852,0.011959,0.050356
gsm8k_ver1_vs_gpqa_ver1,k,32,8,1,8,0.458433,0.075519,0.493715,0.715033,0.052243,0.716474,0.045731,0.008701,0.043886
gsm8k_ver1_vs_gpqa_ver1,k,33,8,1,8,0.425087,0.050773,0.425377,0.703059,0.026546,0.700354,0.050762,0.008743,0.050402
gsm8k_ver1_vs_gpqa_ver1,k,34,8,1,8,0.412486,0.101306,0.376244,0.714709,0.034614,0.715072,0.0462,0.010709,0.045048
gsm8k_ver1_vs_gpqa_ver1,k,35,8,1,8,0.403553,0.056123,0.385746,0.715865,0.025335,0.716026,0.043512,0.007737,0.041864
gsm8k_ver1_vs_gpqa_ver1,k,36,8,1,8,0.54887,0.107921,0.560124,0.76651,0.056018,0.764486,0.043376,0.010406,0.044158
gsm8k_ver1_vs_gpqa_ver1,k,37,8,1,8,0.492783,0.105512,0.474326,0.735452,0.066865,0.729464,0.040049,0.014974,0.035298
gsm8k_ver1_vs_gpqa_ver1,k,38,8,1,8,0.55939,0.152429,0.503861,0.769032,0.088499,0.743124,0.045341,0.010921,0.046341
gsm8k_ver1_vs_gpqa_ver1,k,39,8,1,8,0.712049,0.051303,0.70474,0.857351,0.031841,0.849914,0.049822,0.008386,0.048334
gsm8k_ver1_vs_gpqa_ver1,q,0,40,1,40,0.45319,0.113989,0.462005,0.754003,0.059392,0.734403,0.037588,0.00938,0.035646
gsm8k_ver1_vs_gpqa_ver1,q,1,40,1,40,0.588154,0.105512,0.578604,0.831583,0.061122,0.833379,0.050052,0.01883,0.04642
gsm8k_ver1_vs_gpqa_ver1,q,2,40,1,40,0.600026,0.111497,0.627874,0.799179,0.058797,0.816801,0.0517,0.01908,0.04857
gsm8k_ver1_vs_gpqa_ver1,q,3,40,1,40,0.480261,0.077119,0.492578,0.741504,0.04378,0.749622,0.049696,0.013455,0.047622
gsm8k_ver1_vs_gpqa_ver1,q,4,40,1,40,0.514816,0.075845,0.522657,0.758547,0.050661,0.765202,0.053071,0.019448,0.047598
gsm8k_ver1_vs_gpqa_ver1,q,5,40,1,40,0.451231,0.107862,0.436332,0.72932,0.062993,0.724046,0.064756,0.026267,0.063943
gsm8k_ver1_vs_gpqa_ver1,q,6,40,1,40,0.534762,0.10561,0.536647,0.775869,0.056303,0.780154,0.044737,0.018112,0.038468
gsm8k_ver1_vs_gpqa_ver1,q,7,40,1,40,0.651916,0.098494,0.662978,0.805843,0.057946,0.816767,0.054098,0.022654,0.048354
gsm8k_ver1_vs_gpqa_ver1,q,8,40,1,40,0.67053,0.090142,0.683826,0.82357,0.058704,0.831098,0.06019,0.017007,0.059539
gsm8k_ver1_vs_gpqa_ver1,q,9,40,1,40,0.55657,0.124476,0.597985,0.771022,0.06969,0.776582,0.042811,0.010385,0.041753
gsm8k_ver1_vs_gpqa_ver1,q,10,40,1,40,0.657947,0.090688,0.693512,0.817513,0.057851,0.839448,0.07426,0.024857,0.078198
gsm8k_ver1_vs_gpqa_ver1,q,11,40,1,40,0.628513,0.09554,0.644662,0.799312,0.058601,0.810186,0.050457,0.013543,0.048894
gsm8k_ver1_vs_gpqa_ver1,q,12,40,1,40,0.479587,0.113282,0.460326,0.711851,0.064186,0.69568,0.051235,0.012284,0.051204
gsm8k_ver1_vs_gpqa_ver1,q,13,40,1,40,0.605891,0.135292,0.624676,0.793655,0.077028,0.802324,0.062022,0.016379,0.061934
gsm8k_ver1_vs_gpqa_ver1,q,14,40,1,40,0.551718,0.082153,0.544898,0.760026,0.062617,0.763548,0.061846,0.022479,0.056593
gsm8k_ver1_vs_gpqa_ver1,q,15,40,1,40,0.479271,0.077454,0.477203,0.714416,0.047746,0.713179,0.053048,0.013362,0.053376
gsm8k_ver1_vs_gpqa_ver1,q,16,40,1,40,0.493089,0.097508,0.488962,0.731629,0.069208,0.71772,0.05262,0.016518,0.049369
gsm8k_ver1_vs_gpqa_ver1,q,17,40,1,40,0.416914,0.103033,0.384903,0.698542,0.069021,0.682236,0.045886,0.017594,0.040068
gsm8k_ver1_vs_gpqa_ver1,q,18,40,1,40,0.456815,0.096111,0.445034,0.724697,0.056206,0.714735,0.050981,0.015607,0.046652
gsm8k_ver1_vs_gpqa_ver1,q,19,40,1,40,0.497733,0.111489,0.473875,0.716977,0.072265,0.700847,0.052705,0.011283,0.05317
gsm8k_ver1_vs_gpqa_ver1,q,20,40,1,40,0.492562,0.086616,0.489162,0.74187,0.055875,0.74663,0.045035,0.009875,0.043576
gsm8k_ver1_vs_gpqa_ver1,q,21,40,1,40,0.416126,0.06621,0.40954,0.673795,0.053458,0.665012,0.052098,0.010341,0.051426
gsm8k_ver1_vs_gpqa_ver1,q,22,40,1,40,0.449035,0.062706,0.454822,0.701961,0.03598,0.700026,0.056615,0.011977,0.055442
gsm8k_ver1_vs_gpqa_ver1,q,23,40,1,40,0.475937,0.066537,0.461509,0.707498,0.044867,0.704196,0.056723,0.008847,0.055596
gsm8k_ver1_vs_gpqa_ver1,q,24,40,1,40,0.4956,0.063887,0.478923,0.721026,0.044696,0.711703,0.052751,0.010622,0.050348
gsm8k_ver1_vs_gpqa_ver1,q,25,40,1,40,0.5189,0.057637,0.521619,0.736287,0.038506,0.72829,0.056309,0.013756,0.053323
gsm8k_ver1_vs_gpqa_ver1,q,26,40,1,40,0.506142,0.063064,0.509622,0.72177,0.040811,0.717563,0.064218,0.014742,0.05953
gsm8k_ver1_vs_gpqa_ver1,q,27,40,1,40,0.582222,0.073233,0.58224,0.776736,0.053548,0.781972,0.055742,0.011112,0.053749
gsm8k_ver1_vs_gpqa_ver1,q,28,40,1,40,0.48297,0.06366,0.476364,0.713026,0.040092,0.709344,0.054302,0.01046,0.054268
gsm8k_ver1_vs_gpqa_ver1,q,29,40,1,40,0.664082,0.144148,0.67775,0.809859,0.085437,0.818,0.053133,0.010635,0.050842
gsm8k_ver1_vs_gpqa_ver1,q,30,40,1,40,0.661723,0.100384,0.696438,0.809842,0.063159,0.826771,0.054963,0.013302,0.054656
gsm8k_ver1_vs_gpqa_ver1,q,31,40,1,40,0.582936,0.094363,0.611624,0.768125,0.054757,0.783351,0.060695,0.012678,0.058823
gsm8k_ver1_vs_gpqa_ver1,q,32,40,1,40,0.647191,0.075233,0.624861,0.797743,0.05199,0.776816,0.048377,0.010571,0.046903
gsm8k_ver1_vs_gpqa_ver1,q,33,40,1,40,0.591535,0.052702,0.580757,0.760996,0.034938,0.765192,0.05417,0.008574,0.054428
gsm8k_ver1_vs_gpqa_ver1,q,34,40,1,40,0.514427,0.057288,0.512911,0.717844,0.03877,0.712698,0.053922,0.007949,0.053333
gsm8k_ver1_vs_gpqa_ver1,q,35,40,1,40,0.510672,0.037227,0.510944,0.726372,0.02593,0.726695,0.054376,0.009328,0.053138
gsm8k_ver1_vs_gpqa_ver1,q,36,40,1,40,0.632045,0.063229,0.621866,0.789015,0.04352,0.785341,0.044589,0.008599,0.045045
gsm8k_ver1_vs_gpqa_ver1,q,37,40,1,40,0.606394,0.058517,0.601868,0.783602,0.042458,0.788016,0.051122,0.014679,0.054243
gsm8k_ver1_vs_gpqa_ver1,q,38,40,1,40,0.666025,0.080458,0.66204,0.823087,0.045335,0.822452,0.058541,0.014113,0.057048
gsm8k_ver1_vs_gpqa_ver1,q,39,40,1,40,0.59159,0.083062,0.607256,0.783774,0.047866,0.781448,0.061895,0.013993,0.057911
gsm8k_ver1_vs_gpqa_ver1,v,0,8,1,8,0.099497,0.121602,0.06125,0.605226,0.06049,0.595096,0.021011,0.005101,0.020866
gsm8k_ver1_vs_gpqa_ver1,v,1,8,1,8,0.107844,0.124768,0.064881,0.608364,0.098355,0.569708,0.02712,0.009599,0.024122
gsm8k_ver1_vs_gpqa_ver1,v,2,8,1,8,0.030658,0.018256,0.025408,0.508123,0.057224,0.501561,0.018511,0.006589,0.016545
gsm8k_ver1_vs_gpqa_ver1,v,3,8,1,8,0.031365,0.021397,0.026198,0.486141,0.058695,0.47235,0.020638,0.007061,0.0199
gsm8k_ver1_vs_gpqa_ver1,v,4,8,1,8,0.051352,0.070596,0.028484,0.464598,0.096202,0.43084,0.023132,0.004691,0.024234
gsm8k_ver1_vs_gpqa_ver1,v,5,8,1,8,0.128561,0.130485,0.077032,0.558691,0.119469,0.554474,0.032805,0.011507,0.03034
gsm8k_ver1_vs_gpqa_ver1,v,6,8,1,8,0.043658,0.028363,0.043572,0.463165,0.085607,0.450612,0.026176,0.007276,0.02681
gsm8k_ver1_vs_gpqa_ver1,v,7,8,1,8,0.07106,0.045102,0.07602,0.422052,0.078488,0.443888,0.035812,0.024598,0.025998
gsm8k_ver1_vs_gpqa_ver1,v,8,8,1,8,0.068527,0.021964,0.067293,0.453657,0.066879,0.437774,0.038599,0.028602,0.027521
gsm8k_ver1_vs_gpqa_ver1,v,9,8,1,8,0.093188,0.06248,0.087552,0.504271,0.03585,0.502288,0.024231,0.007478,0.024573
gsm8k_ver1_vs_gpqa_ver1,v,10,8,1,8,0.046283,0.027982,0.045819,0.441146,0.059136,0.45544,0.02,0.00481,0.019548
gsm8k_ver1_vs_gpqa_ver1,v,11,8,1,8,0.027586,0.008233,0.027042,0.374815,0.032036,0.385227,0.018296,0.006238,0.015703
gsm8k_ver1_vs_gpqa_ver1,v,12,8,1,8,0.087994,0.078027,0.054092,0.419441,0.083489,0.386821,0.026278,0.008468,0.023108
gsm8k_ver1_vs_gpqa_ver1,v,13,8,1,8,0.050022,0.040709,0.031023,0.356559,0.064634,0.342478,0.033329,0.021059,0.02657
gsm8k_ver1_vs_gpqa_ver1,v,14,8,1,8,0.10931,0.123625,0.07187,0.428827,0.131644,0.393503,0.036186,0.018394,0.026429
gsm8k_ver1_vs_gpqa_ver1,v,15,8,1,8,0.07632,0.044962,0.06616,0.436178,0.065967,0.436559,0.028398,0.011856,0.030324
gsm8k_ver1_vs_gpqa_ver1,v,16,8,1,8,0.075928,0.02551,0.073579,0.424939,0.061396,0.413273,0.026739,0.006215,0.026522
gsm8k_ver1_vs_gpqa_ver1,v,17,8,1,8,0.075306,0.043757,0.065156,0.441343,0.057616,0.452743,0.0359,0.026616,0.024632
gsm8k_ver1_vs_gpqa_ver1,v,18,8,1,8,0.086321,0.049455,0.075644,0.437534,0.061097,0.441126,0.022108,0.009522,0.019539
gsm8k_ver1_vs_gpqa_ver1,v,19,8,1,8,0.065283,0.033062,0.073539,0.428748,0.064631,0.450071,0.019499,0.006541,0.017292
gsm8k_ver1_vs_gpqa_ver1,v,20,8,1,8,0.058714,0.035768,0.053772,0.396235,0.062862,0.389505,0.018605,0.006311,0.015863
gsm8k_ver1_vs_gpqa_ver1,v,21,8,1,8,0.089563,0.083282,0.068227,0.416091,0.084603,0.40995,0.025913,0.011877,0.024094
gsm8k_ver1_vs_gpqa_ver1,v,22,8,1,8,0.071194,0.042331,0.073108,0.420656,0.05893,0.429102,0.026472,0.009407,0.024925
gsm8k_ver1_vs_gpqa_ver1,v,23,8,1,8,0.053655,0.015841,0.050848,0.38802,0.037289,0.386471,0.019129,0.006437,0.017468
gsm8k_ver1_vs_gpqa_ver1,v,24,8,1,8,0.044184,0.024195,0.045326,0.372036,0.052413,0.371672,0.027583,0.021696,0.019723
gsm8k_ver1_vs_gpqa_ver1,v,25,8,1,8,0.068669,0.047203,0.066086,0.376812,0.056118,0.39064,0.030435,0.015692,0.026
gsm8k_ver1_vs_gpqa_ver1,v,26,8,1,8,0.068253,0.054953,0.047456,0.381144,0.062129,0.388119,0.027953,0.007881,0.024229
gsm8k_ver1_vs_gpqa_ver1,v,27,8,1,8,0.06479,0.026506,0.060098,0.424936,0.063498,0.407613,0.027224,0.007882,0.027003
gsm8k_ver1_vs_gpqa_ver1,v,28,8,1,8,0.040227,0.015645,0.037522,0.391825,0.068329,0.389462,0.022856,0.008972,0.02155
