pair,component,layer,n_rows,n_tasks,n_heads,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,maxmatch_cosine_mean,maxmatch_cosine_std,mmd_rbf_mean,mmd_rbf_std,cka_valid_rate,cka_linear_mean_valid_only,cka_linear_std_valid_only
original_vs_version2,v,22,400,50,8,0.094508,0.04006,0.927949,0.02382,0.001618,0.000906,0.1,0.666378,0.254296
original_vs_version2,v,23,400,50,8,0.07448,0.017334,0.913527,0.029711,0.001722,0.000898,0.1,0.772489,0.089937
original_vs_version2,v,24,400,50,8,0.089276,0.041066,0.916421,0.032193,0.001803,0.000927,0.1,0.694351,0.223876
original_vs_version2,v,25,400,50,8,0.103016,0.039546,0.923281,0.027561,0.002001,0.001396,0.1,0.68596,0.218345
original_vs_version2,v,26,400,50,8,0.107727,0.038539,0.925202,0.025452,0.001832,0.001101,0.1,0.771292,0.096237
original_vs_version2,v,27,400,50,8,0.098609,0.024086,0.933499,0.023375,0.001615,0.000908,0.1,0.682728,0.210928
original_vs_version2,v,28,400,50,8,0.079331,0.033148,0.9296,0.024004,0.0016,0.000897,0.1,0.757455,0.104207
original_vs_version2,v,29,400,50,8,0.133511,0.109699,0.929155,0.02393,0.002747,0.004059,0.1,0.796829,0.095714
original_vs_version2,v,30,400,50,8,0.113364,0.067989,0.926121,0.024897,0.001875,0.001032,0.1,0.757758,0.10532
original_vs_version2,v,31,400,50,8,0.137161,0.067536,0.931788,0.024049,0.002069,0.0013,0.1,0.790982,0.084977
original_vs_version2,v,32,400,50,8,0.124239,0.068692,0.922323,0.0259,0.002351,0.001932,0.1,0.758556,0.096581
original_vs_version2,v,33,400,50,8,0.076215,0.028809,0.920316,0.026237,0.001872,0.001034,0.1,0.747477,0.110019
original_vs_version2,v,34,400,50,8,0.082632,0.052977,0.914159,0.027257,0.002261,0.001845,0.1,0.731775,0.099754
original_vs_version2,v,35,400,50,8,0.066887,0.032219,0.912883,0.026832,0.001968,0.001429,0.1,0.700334,0.097482
original_vs_version2,v,36,400,50,8,0.125653,0.076383,0.915764,0.029761,0.002394,0.001558,0.1,0.740414,0.099325
original_vs_version2,v,37,400,50,8,0.121609,0.097474,0.916953,0.029081,0.003345,0.004788,0.1,0.731906,0.109185
original_vs_version2,v,38,400,50,8,0.123633,0.090801,0.910326,0.032041,0.002424,0.00144,0.1,0.711028,0.097561
original_vs_version2,v,39,400,50,8,0.151607,0.105046,0.918348,0.032406,0.002874,0.001924,0.1,0.752183,0.104119
original_vs_version3,k,0,400,50,8,0.945845,0.062109,0.98628,0.017925,0.002707,0.001632,0.02,0.264456,0.131967
original_vs_version3,k,1,400,50,8,0.696519,0.100008,0.928428,0.02494,0.002739,0.001447,0.02,0.670788,0.1807
original_vs_version3,k,2,400,50,8,0.707068,0.114443,0.931274,0.024895,0.003026,0.001421,0.02,0.4371,0.130979
original_vs_version3,k,3,400,50,8,0.465187,0.084025,0.878285,0.04841,0.003135,0.001627,0.02,0.618236,0.155831
original_vs_version3,k,4,400,50,8,0.575772,0.074506,0.898557,0.039793,0.003498,0.001706,0.02,0.61274,0.062449
original_vs_version3,k,5,400,50,8,0.543064,0.101718,0.900375,0.056551,0.003075,0.001566,0.02,0.64264,0.223792
original_vs_version3,k,6,400,50,8,0.506405,0.097874,0.919935,0.04113,0.003548,0.002161,0.02,0.738547,0.11571
original_vs_version3,k,7,400,50,8,0.724427,0.066455,0.938026,0.020087,0.003979,0.001829,0.02,0.564649,0.069629
original_vs_version3,k,8,400,50,8,0.847769,0.061532,0.961348,0.014816,0.003758,0.001513,0.02,0.593166,0.205245
original_vs_version3,k,9,400,50,8,0.558223,0.132922,0.90665,0.029737,0.003322,0.001435,0.02,0.636225,0.127433
original_vs_version3,k,10,400,50,8,0.835991,0.10523,0.962588,0.014917,0.003408,0.001439,0.02,0.586264,0.113991
original_vs_version3,k,11,400,50,8,0.631316,0.083735,0.918513,0.025927,0.00342,0.001623,0.02,0.657584,0.065336
original_vs_version3,k,12,400,50,8,0.38644,0.124769,0.890105,0.044623,0.003649,0.001724,0.02,0.720792,0.053809
original_vs_version3,k,13,400,50,8,0.427726,0.084092,0.887306,0.039334,0.003661,0.001654,0.02,0.685442,0.074481
original_vs_version3,k,14,400,50,8,0.48908,0.125817,0.895256,0.053929,0.003504,0.001848,0.02,0.716772,0.115597
original_vs_version3,k,15,400,50,8,0.511877,0.072878,0.911067,0.03363,0.003431,0.001783,0.02,0.723942,0.053607
original_vs_version3,k,16,400,50,8,0.623016,0.096437,0.934669,0.019713,0.00322,0.001676,0.02,0.742916,0.088275
original_vs_version3,k,17,400,50,8,0.413916,0.118922,0.914717,0.033252,0.003162,0.00178,0.02,0.715937,0.074611
original_vs_version3,k,18,400,50,8,0.376412,0.096716,0.91049,0.037931,0.003204,0.001661,0.02,0.706998,0.083467
original_vs_version3,k,19,400,50,8,0.384795,0.044734,0.904762,0.040069,0.003169,0.001642,0.02,0.733272,0.057449
original_vs_version3,k,20,400,50,8,0.479441,0.13392,0.918148,0.034518,0.003183,0.001695,0.02,0.726208,0.090474
original_vs_version3,k,21,400,50,8,0.421997,0.111975,0.944331,0.022549,0.003284,0.001955,0.02,0.750081,0.047773
original_vs_version3,k,22,400,50,8,0.460395,0.083074,0.915818,0.037021,0.003074,0.001655,0.02,0.744584,0.031029
original_vs_version3,k,23,400,50,8,0.483444,0.099836,0.938721,0.027997,0.00343,0.001942,0.02,0.753447,0.038691
original_vs_version3,k,24,400,50,8,0.41786,0.116913,0.943561,0.019418,0.003263,0.001763,0.02,0.742929,0.032168
original_vs_version3,k,25,400,50,8,0.654807,0.10716,0.958828,0.015616,0.003247,0.001621,0.02,0.640742,0.071494
original_vs_version3,k,26,400,50,8,0.434234,0.083525,0.931417,0.037194,0.003052,0.001539,0.02,0.718107,0.030097
original_vs_version3,k,27,400,50,8,0.522979,0.105143,0.923384,0.030267,0.003087,0.001565,0.02,0.728673,0.066932
original_vs_version3,k,28,400,50,8,0.354067,0.051015,0.930362,0.032674,0.00294,0.001579,0.02,0.718937,0.058393
original_vs_version3,k,29,400,50,8,0.416618,0.108662,0.904572,0.04974,0.003228,0.001543,0.02,0.726618,0.031305
original_vs_version3,k,30,400,50,8,0.515542,0.123492,0.913716,0.033794,0.003103,0.00144,0.02,0.706953,0.032079
original_vs_version3,k,31,400,50,8,0.459592,0.101954,0.914056,0.033399,0.003074,0.001514,0.02,0.699232,0.073673
original_vs_version3,k,32,400,50,8,0.440129,0.082477,0.889265,0.044011,0.003409,0.001732,0.02,0.710749,0.082354
original_vs_version3,k,33,400,50,8,0.397293,0.065927,0.911398,0.034004,0.003177,0.001671,0.02,0.633006,0.092476
original_vs_version3,k,34,400,50,8,0.374835,0.114015,0.923172,0.027543,0.003029,0.001712,0.02,0.633054,0.05656
original_vs_version3,k,35,400,50,8,0.361855,0.066069,0.913886,0.045113,0.002815,0.001417,0.02,0.648842,0.052595
original_vs_version3,k,36,400,50,8,0.507916,0.116096,0.902211,0.025948,0.003334,0.001572,0.02,0.673011,0.034981
original_vs_version3,k,37,400,50,8,0.467719,0.107762,0.879142,0.046423,0.003352,0.001604,0.02,0.689062,0.083107
original_vs_version3,k,38,400,50,8,0.558678,0.135615,0.918342,0.028915,0.003362,0.001583,0.02,0.643519,0.059805
original_vs_version3,k,39,400,50,8,0.708657,0.04704,0.934394,0.018546,0.003507,0.001584,0.02,0.607926,0.083055
original_vs_version3,q,0,2000,50,40,0.462569,0.099509,0.86518,0.053116,0.002863,0.001771,0.02,0.605769,0.182279
original_vs_version3,q,1,2000,50,40,0.574308,0.103208,0.906358,0.04397,0.002947,0.001949,0.02,0.619959,0.210532
original_vs_version3,q,2,2000,50,40,0.581318,0.112714,0.901615,0.038564,0.003774,0.001871,0.02,0.642018,0.145852
original_vs_version3,q,3,2000,50,40,0.469747,0.060364,0.878331,0.049815,0.003857,0.002047,0.02,0.606242,0.089144
original_vs_version3,q,4,2000,50,40,0.511161,0.07312,0.888273,0.044967,0.004313,0.002109,0.02,0.646718,0.119665
original_vs_version3,q,5,2000,50,40,0.456343,0.103054,0.88102,0.058726,0.004013,0.002059,0.02,0.676331,0.149151
original_vs_version3,q,6,2000,50,40,0.52938,0.101474,0.888941,0.05013,0.004987,0.002303,0.02,0.641873,0.103026
original_vs_version3,q,7,2000,50,40,0.668977,0.096215,0.923944,0.028823,0.00504,0.002205,0.02,0.676117,0.092915
original_vs_version3,q,8,2000,50,40,0.682173,0.090002,0.926681,0.024534,0.004735,0.002104,0.02,0.708422,0.123297
original_vs_version3,q,9,2000,50,40,0.569093,0.120912,0.89788,0.04487,0.004005,0.001736,0.02,0.695466,0.121727
original_vs_version3,q,10,2000,50,40,0.670339,0.090535,0.922335,0.027872,0.004168,0.002013,0.02,0.730894,0.125216
original_vs_version3,q,11,2000,50,40,0.617765,0.092838,0.914845,0.03255,0.004271,0.001902,0.02,0.643101,0.089248
original_vs_version3,q,12,2000,50,40,0.492129,0.110411,0.901669,0.04431,0.004002,0.001915,0.02,0.69443,0.093863
original_vs_version3,q,13,2000,50,40,0.608017,0.132578,0.906531,0.039884,0.004177,0.001862,0.02,0.710494,0.078568
original_vs_version3,q,14,2000,50,40,0.558989,0.075698,0.899485,0.039815,0.004364,0.002083,0.02,0.700026,0.108806
original_vs_version3,q,15,2000,50,40,0.481412,0.076044,0.889736,0.04632,0.004422,0.002217,0.02,0.717571,0.068927
original_vs_version3,q,16,2000,50,40,0.492184,0.08863,0.890667,0.046284,0.003883,0.001985,0.02,0.735839,0.068973
original_vs_version3,q,17,2000,50,40,0.412016,0.090504,0.871858,0.053282,0.00388,0.001963,0.02,0.719733,0.074783
original_vs_version3,q,18,2000,50,40,0.460152,0.093743,0.878971,0.048371,0.003823,0.001938,0.02,0.725664,0.078797
original_vs_version3,q,19,2000,50,40,0.502096,0.105489,0.895362,0.045524,0.003779,0.001859,0.02,0.67338,0.050034
original_vs_version3,q,20,2000,50,40,0.48326,0.082902,0.875181,0.044292,0.003692,0.001681,0.02,0.710073,0.077329
original_vs_version3,q,21,2000,50,40,0.420799,0.058684,0.877159,0.047074,0.003985,0.001973,0.02,0.723331,0.068528
original_vs_version3,q,22,2000,50,40,0.446601,0.058224,0.870207,0.048937,0.003936,0.001953,0.02,0.727445,0.051724
original_vs_version3,q,23,2000,50,40,0.477519,0.06212,0.898303,0.046517,0.004138,0.002175,0.02,0.690461,0.067024
original_vs_version3,q,24,2000,50,40,0.484599,0.065768,0.892255,0.040459,0.004139,0.001972,0.02,0.723205,0.086195
original_vs_version3,q,25,2000,50,40,0.507007,0.056088,0.895738,0.042843,0.004449,0.002318,0.02,0.750145,0.057417
original_vs_version3,q,26,2000,50,40,0.503138,0.065138,0.896498,0.042602,0.004229,0.00197,0.02,0.710978,0.067835
original_vs_version3,q,27,2000,50,40,0.577527,0.074358,0.907391,0.034322,0.004057,0.002013,0.02,0.736191,0.073468
original_vs_version3,q,28,2000,50,40,0.478402,0.062777,0.890626,0.042406,0.004118,0.001916,0.02,0.69093,0.063023
original_vs_version3,q,29,2000,50,40,0.657218,0.142488,0.925368,0.032508,0.004143,0.001871,0.02,0.708755,0.038877
original_vs_version3,q,30,2000,50,40,0.658867,0.097939,0.91567,0.030049,0.004131,0.001863,0.02,0.749425,0.067209
original_vs_version3,q,31,2000,50,40,0.580366,0.092656,0.899964,0.04136,0.004171,0.00191,0.02,0.731542,0.071485
original_vs_version3,q,32,2000,50,40,0.650586,0.073455,0.923601,0.026362,0.004356,0.002019,0.02,0.683896,0.07497
original_vs_version3,q,33,2000,50,40,0.589651,0.048694,0.91199,0.031014,0.004446,0.002116,0.02,0.674728,0.085466
original_vs_version3,q,34,2000,50,40,0.519444,0.058845,0.90339,0.035546,0.004472,0.00213,0.02,0.689017,0.051877
original_vs_version3,q,35,2000,50,40,0.516714,0.036876,0.904823,0.041727,0.004203,0.001901,0.02,0.689474,0.057625
original_vs_version3,q,36,2000,50,40,0.636214,0.061407,0.910619,0.030231,0.004359,0.002248,0.02,0.646973,0.075364
original_vs_version3,q,37,2000,50,40,0.602017,0.052817,0.901583,0.035243,0.004283,0.002085,0.02,0.686998,0.087548
original_vs_version3,q,38,2000,50,40,0.656436,0.084248,0.92412,0.027496,0.004482,0.002464,0.02,0.609087,0.092063
original_vs_version3,q,39,2000,50,40,0.58432,0.078524,0.894479,0.040083,0.004625,0.002365,0.02,0.672413,0.103602
original_vs_version3,v,0,400,50,8,0.133916,0.135314,0.942436,0.025977,0.001987,0.001638,0.02,0.281139,0.051111
original_vs_version3,v,1,400,50,8,0.089848,0.103071,0.929645,0.026536,0.001996,0.001391,0.02,0.29056,0.046227
original_vs_version3,v,2,400,50,8,0.032474,0.016854,0.905373,0.030943,0.001998,0.001244,0.02,0.362176,0.031005
original_vs_version3,v,3,400,50,8,0.029082,0.014407,0.896371,0.033486,0.002113,0.001149,0.02,0.350354,0.053404
original_vs_version3,v,4,400,50,8,0.052645,0.048875,0.895819,0.034313,0.002495,0.001204,0.02,0.374172,0.084454
original_vs_version3,v,5,400,50,8,0.11978,0.100612,0.911854,0.03028,0.002912,0.001579,0.02,0.361438,0.062271
original_vs_version3,v,6,400,50,8,0.052072,0.021686,0.895434,0.035917,0.002808,0.001301,0.02,0.367916,0.084389
original_vs_version3,v,7,400,50,8,0.094882,0.03663,0.892681,0.036129,0.003846,0.002084,0.02,0.42251,0.146698
original_vs_version3,v,8,400,50,8,0.100348,0.028941,0.900731,0.031991,0.003491,0.001601,0.02,0.390287,0.117769
original_vs_version3,v,9,400,50,8,0.106025,0.059974,0.910367,0.028933,0.002858,0.001242,0.02,0.421546,0.067307
original_vs_version3,v,10,400,50,8,0.072537,0.023144,0.891396,0.038692,0.002722,0.001213,0.02,0.404544,0.074596
original_vs_version3,v,11,400,50,8,0.061016,0.02056,0.884586,0.037892,0.002669,0.001151,0.02,0.422904,0.090329
original_vs_version3,v,12,400,50,8,0.114874,0.05311,0.898834,0.036243,0.003083,0.001252,0.02,0.482144,0.051743
original_vs_version3,v,13,400,50,8,0.099642,0.042932,0.878553,0.048111,0.003488,0.001386,0.02,0.428065,0.084041
original_vs_version3,v,14,400,50,8,0.147516,0.096876,0.897412,0.042101,0.003786,0.00207,0.02,0.476457,0.128155
original_vs_version3,v,15,400,50,8,0.110324,0.031976,0.905426,0.031589,0.002947,0.0014,0.02,0.498226,0.098794
original_vs_version3,v,16,400,50,8,0.102005,0.028992,0.899281,0.035897,0.00282,0.001367,0.02,0.523937,0.082338
original_vs_version3,v,17,400,50,8,0.105682,0.043107,0.90324,0.033055,0.002563,0.001176,0.02,0.495581,0.069041
original_vs_version3,v,18,400,50,8,0.098701,0.047272,0.888005,0.042877,0.002741,0.001295,0.02,0.474976,0.094235
original_vs_version3,v,19,400,50,8,0.088104,0.034981,0.885108,0.0403,0.002358,0.000961,0.02,0.393501,0.09316
original_vs_version3,v,20,400,50,8,0.078664,0.029618,0.868308,0.047078,0.002655,0.001187,0.02,0.464104,0.097352
original_vs_version3,v,21,400,50,8,0.112369,0.060907,0.886069,0.042301,0.00259,0.001206,0.02,0.511185,0.099119
original_vs_version3,v,22,400,50,8,0.093046,0.039889,0.888632,0.037494,0.002529,0.001178,0.02,0.401896,0.124403
original_vs_version3,v,23,400,50,8,0.07327,0.016892,0.867586,0.044844,0.002595,0.001137,0.02,0.446714,0.046878
original_vs_version3,v,24,400,50,8,0.087692,0.040867,0.873704,0.048104,0.002782,0.001273,0.02,0.419567,0.103579
original_vs_version3,v,25,400,50,8,0.101409,0.039228,0.882685,0.040918,0.003111,0.001864,0.02,0.406908,0.101129
original_vs_version3,v,26,400,50,8,0.106271,0.038555,0.885075,0.037992,0.002802,0.001343,0.02,0.453816,0.043559
original_vs_version3,v,27,400,50,8,0.09695,0.023616,0.896341,0.036147,0.002501,0.001128,0.02,0.398469,0.086197
original_vs_version3,v,28,400,50,8,0.078058,0.03288,0.89403,0.034569,0.002357,0.00111,0.02,0.443324,0.057917
original_vs_version3,v,29,400,50,8,0.131779,0.108729,0.891214,0.034505,0.004116,0.005728,0.02,0.485736,0.074605
original_vs_version3,v,30,400,50,8,0.112145,0.067639,0.890246,0.035018,0.002707,0.001251,0.02,0.437658,0.079523
original_vs_version3,v,31,400,50,8,0.135616,0.06732,0.896698,0.035216,0.003057,0.001698,0.02,0.457295,0.033355
original_vs_version3,v,32,400,50,8,0.122835,0.068178,0.886945,0.032996,0.003297,0.002773,0.02,0.444503,0.071462
original_vs_version3,v,33,400,50,8,0.075002,0.028124,0.88614,0.033479,0.002582,0.001249,0.02,0.428498,0.094019
original_vs_version3,v,34,400,50,8,0.081704,0.052601,0.880498,0.034884,0.003026,0.00238,0.02,0.39354,0.061534
original_vs_version3,v,35,400,50,8,0.065922,0.031631,0.87929,0.03286,0.002508,0.001631,0.02,0.361396,0.047256
original_vs_version3,v,36,400,50,8,0.124391,0.076676,0.878496,0.039108,0.003199,0.001564,0.02,0.39353,0.058073
original_vs_version3,v,37,400,50,8,0.120052,0.096666,0.883945,0.035415,0.004466,0.005887,0.02,0.396859,0.084897
original_vs_version3,v,38,400,50,8,0.122252,0.091121,0.873954,0.041946,0.003244,0.001659,0.02,0.364931,0.046206
original_vs_version3,v,39,400,50,8,0.149376,0.105244,0.880697,0.042788,0.00401,0.002142,0.02,0.402609,0.075366
version1_vs_version2,k,0,400,50,8,0.94615,0.061117,0.984503,0.019205,0.006215,0.004178,0.02,0.490429,0.087203
version1_vs_version2,k,1,400,50,8,0.694865,0.100176,0.918636,0.028875,0.005906,0.004462,0.02,0.797623,0.118623
version1_vs_version2,k,2,400,50,8,0.705343,0.116787,0.917792,0.033131,0.005403,0.003093,0.02,0.648881,0.124289
version1_vs_version2,k,3,400,50,8,0.460703,0.083362,0.85741,0.044261,0.006591,0.006636,0.02,0.772536,0.095127
version1_vs_version2,k,4,400,50,8,0.572861,0.075017,0.884973,0.037009,0.00516,0.001846,0.02,0.774037,0.047771
version1_vs_version2,k,5,400,50,8,0.539781,0.102434,0.88774,0.055435,0.00443,0.001753,0.02,0.78485,0.148699
version1_vs_version2,k,6,400,50,8,0.506035,0.098428,0.905591,0.041199,0.005535,0.002179,0.02,0.849016,0.068435
version1_vs_version2,k,7,400,50,8,0.72063,0.067073,0.929205,0.019568,0.005922,0.002803,0.02,0.73863,0.076513
version1_vs_version2,k,8,400,50,8,0.846412,0.061332,0.957704,0.015687,0.005464,0.001736,0.02,0.75185,0.142831
version1_vs_version2,k,9,400,50,8,0.557068,0.132799,0.894497,0.030578,0.004412,0.001498,0.02,0.799406,0.084084
version1_vs_version2,k,10,400,50,8,0.835233,0.106066,0.958756,0.01754,0.004425,0.001553,0.02,0.768204,0.085788
version1_vs_version2,k,11,400,50,8,0.630107,0.084001,0.912393,0.022777,0.004162,0.001345,0.02,0.837559,0.047327
version1_vs_version2,k,12,400,50,8,0.385528,0.123622,0.883205,0.039796,0.004075,0.00137,0.02,0.863279,0.042569
version1_vs_version2,k,13,400,50,8,0.426717,0.084156,0.881381,0.034284,0.004107,0.001293,0.02,0.829406,0.063293
version1_vs_version2,k,14,400,50,8,0.48805,0.125713,0.891351,0.049663,0.003806,0.001302,0.02,0.841349,0.086666
version1_vs_version2,k,15,400,50,8,0.511179,0.073179,0.907382,0.027703,0.003734,0.001217,0.02,0.86265,0.031643
version1_vs_version2,k,16,400,50,8,0.62273,0.097205,0.931876,0.016329,0.003464,0.001142,0.02,0.870271,0.044728
version1_vs_version2,k,17,400,50,8,0.413087,0.119395,0.908768,0.02916,0.003433,0.001154,0.02,0.859656,0.03269
version1_vs_version2,k,18,400,50,8,0.374024,0.096308,0.902087,0.033379,0.003867,0.001437,0.02,0.858582,0.044763
version1_vs_version2,k,19,400,50,8,0.382946,0.044622,0.899643,0.03317,0.0036,0.00126,0.02,0.864215,0.050454
version1_vs_version2,k,20,400,50,8,0.478133,0.134306,0.912807,0.031065,0.00356,0.001231,0.02,0.865261,0.060486
version1_vs_version2,k,21,400,50,8,0.419631,0.112019,0.937489,0.020629,0.003725,0.001406,0.02,0.875048,0.032068
version1_vs_version2,k,22,400,50,8,0.458936,0.083497,0.910825,0.031879,0.003513,0.001144,0.02,0.879943,0.021524
version1_vs_version2,k,23,400,50,8,0.480177,0.099279,0.931976,0.023663,0.004093,0.001425,0.02,0.89547,0.020883
version1_vs_version2,k,24,400,50,8,0.414639,0.117478,0.937136,0.016907,0.003747,0.001323,0.02,0.883274,0.008833
version1_vs_version2,k,25,400,50,8,0.653326,0.107762,0.955033,0.014809,0.003839,0.001356,0.02,0.828125,0.057224
version1_vs_version2,k,26,400,50,8,0.430942,0.083015,0.925398,0.03494,0.003777,0.001346,0.02,0.87683,0.016692
version1_vs_version2,k,27,400,50,8,0.520786,0.10559,0.919254,0.026741,0.003604,0.001101,0.02,0.880422,0.041366
version1_vs_version2,k,28,400,50,8,0.350167,0.049365,0.920841,0.030041,0.003672,0.001271,0.02,0.880819,0.033868
version1_vs_version2,k,29,400,50,8,0.413018,0.107953,0.895749,0.047661,0.004939,0.002418,0.02,0.886951,0.020836
version1_vs_version2,k,30,400,50,8,0.513207,0.125069,0.906472,0.030245,0.004424,0.001629,0.02,0.87256,0.025365
version1_vs_version2,k,31,400,50,8,0.456048,0.102725,0.903416,0.031334,0.004456,0.001626,0.02,0.868615,0.034386
version1_vs_version2,k,32,400,50,8,0.434352,0.081733,0.876245,0.038881,0.005786,0.003607,0.02,0.864908,0.038756
version1_vs_version2,k,33,400,50,8,0.390969,0.064844,0.89442,0.030702,0.005336,0.002296,0.02,0.82682,0.062732
version1_vs_version2,k,34,400,50,8,0.367676,0.113435,0.903513,0.027204,0.005422,0.003026,0.02,0.827523,0.033208
version1_vs_version2,k,35,400,50,8,0.352333,0.065689,0.892883,0.047205,0.005971,0.003772,0.02,0.8301,0.03054
version1_vs_version2,k,36,400,50,8,0.500813,0.120332,0.885295,0.024825,0.008661,0.008651,0.02,0.854314,0.02183
version1_vs_version2,k,37,400,50,8,0.460583,0.107927,0.861012,0.046293,0.009066,0.008072,0.02,0.831742,0.064408
version1_vs_version2,k,38,400,50,8,0.550416,0.137681,0.90006,0.032954,0.007784,0.004763,0.02,0.820732,0.038363
version1_vs_version2,k,39,400,50,8,0.704552,0.048133,0.923253,0.018177,0.008004,0.002706,0.02,0.806336,0.031785
version1_vs_version2,q,0,2000,50,40,0.452765,0.09987,0.834333,0.054654,0.008081,0.010892,0.02,0.75831,0.128857
version1_vs_version2,q,1,2000,50,40,0.574842,0.104176,0.889918,0.046636,0.00784,0.010218,0.02,0.774216,0.128095
